year,country,item,option,val
2003,Slovenia,Освіта,edu,8.4
2003,Slovenia,Пенсії,old,3.3
2003,Slovenia,Соціальний захист,soc,4.8
2004,Cyprus,Безпека і оборона,def,3.7
2004,Cyprus,Відсотки за борг,deb,4.6
2004,Cyprus,Державна служба,cle,6.6
2004,Cyprus,Дороги і ЖКГ,hou,4
2004,Cyprus,Медицина,med,2.8
2004,Cyprus,Освіта,edu,5.9
2004,Cyprus,Пенсії,old,0.6
2004,Cyprus,Соціальний захист,soc,2.7
2004,Czech Republic,Безпека і оборона,def,3.3
2004,Czech Republic,Відсотки за борг,deb,1.1
2004,Czech Republic,Державна служба,cle,5
2004,Czech Republic,Дороги і ЖКГ,hou,6.5
2004,Czech Republic,Медицина,med,1.7
2004,Czech Republic,Освіта,edu,7
2004,Czech Republic,Пенсії,old,6.1
2004,Czech Republic,Соціальний захист,soc,5.9
2004,Estonia,Безпека і оборона,def,3.6
2004,Estonia,Відсотки за борг,deb,0.3
2004,Estonia,Державна служба,cle,2.9
2004,Estonia,Дороги і ЖКГ,hou,2.6
2004,Estonia,Медицина,med,3
2004,Estonia,Освіта,edu,6.6
2004,Estonia,Пенсії,old,5.6
2004,Estonia,Соціальний захист,soc,3.8
2004,Hungary,Безпека і оборона,def,3.3
2004,Hungary,Відсотки за борг,deb,4.3
2004,Hungary,Державна служба,cle,5.8
2004,Hungary,Дороги і ЖКГ,hou,3
2004,Hungary,Медицина,med,4.9
2004,Hungary,Освіта,edu,7.9
2004,Hungary,Пенсії,old,2.2
2004,Hungary,Соціальний захист,soc,6.4
2004,Latvia,Безпека і оборона,def,3.5
2004,Latvia,Дороги і ЖКГ,hou,1.2
2004,Latvia,Медицина,med,3.3
2004,Latvia,Освіта,edu,7.9
2004,Lithuania,Безпека і оборона,def,3.3
2004,Lithuania,Відсотки за борг,deb,1
2004,Lithuania,Державна служба,cle,4
2004,Lithuania,Дороги і ЖКГ,hou,2.6
2004,Lithuania,Медицина,med,3.2
2004,Lithuania,Освіта,edu,5.8
2004,Lithuania,Пенсії,old,0.9
2004,Lithuania,Соціальний захист,soc,1.8
2004,Malta,Безпека і оборона,def,2.4
2004,Malta,Відсотки за борг,deb,3.8
2004,Malta,Державна служба,cle,3.8
2004,Malta,Дороги і ЖКГ,hou,2.2
2004,Malta,Медицина,med,5.7
2004,Malta,Освіта,edu,5.5
2004,Malta,Пенсії,old,6.9
2004,Malta,Соціальний захист,soc,6.3
2004,Poland,Безпека і оборона,def,3.8
2004,Poland,Відсотки за борг,deb,2.8
2004,Poland,Державна служба,cle,3.9
2004,Poland,Дороги і ЖКГ,hou,3.5
2004,Poland,Медицина,med,2.9
2004,Poland,Освіта,edu,9.2
2004,Poland,Пенсії,old,4.4
2004,Poland,Соціальний захист,soc,4.2
2004,Slovakia,Безпека і оборона,def,2.9
2004,Slovakia,Дороги і ЖКГ,hou,0.6
2004,Slovakia,Медицина,med,1.7
2004,Slovakia,Освіта,edu,5.1
2004,Slovenia,Безпека і оборона,def,3.1
2004,Slovenia,Відсотки за борг,deb,1.8
2004,Slovenia,Державна служба,cle,4.1
2004,Slovenia,Дороги і ЖКГ,hou,2.8
2004,Slovenia,Медицина,med,4.4
2004,Slovenia,Освіта,edu,8.9
2004,Slovenia,Пенсії,old,3.2
2004,Slovenia,Соціальний захист,soc,4.9
2005,Cyprus,Безпека і оборона,def,3.6
2005,Cyprus,Відсотки за борг,deb,4.6
2005,Cyprus,Державна служба,cle,7
2005,Cyprus,Дороги і ЖКГ,hou,4.2
2005,Cyprus,Медицина,med,2.8
2005,Cyprus,Освіта,edu,5.8
2005,Cyprus,Пенсії,old,0.6
2005,Cyprus,Соціальний захист,soc,2.8
2005,Czech Republic,Безпека і оборона,def,3.6
2005,Czech Republic,Відсотки за борг,deb,1.2
2005,Czech Republic,Державна служба,cle,5
2005,Czech Republic,Дороги і ЖКГ,hou,6
2005,Czech Republic,Медицина,med,1.5
2005,Czech Republic,Освіта,edu,6.9
2005,Czech Republic,Пенсії,old,5.9
2005,Czech Republic,Соціальний захист,soc,5.9
2005,Estonia,Безпека і оборона,def,3.5
2005,Estonia,Відсотки за борг,deb,0.3
2005,Estonia,Державна служба,cle,2.8
2005,Estonia,Дороги і ЖКГ,hou,2.8
2005,Estonia,Медицина,med,2.9
2005,Estonia,Освіта,edu,6.2
2005,Estonia,Пенсії,old,5.5
2005,Estonia,Соціальний захист,soc,3.5
2005,Hungary,Безпека і оборона,def,3.4
2005,Hungary,Відсотки за борг,deb,4
2005,Hungary,Державна служба,cle,5.9
2005,Hungary,Дороги і ЖКГ,hou,3.6
2005,Hungary,Медицина,med,4.9
2005,Hungary,Освіта,edu,8
2005,Hungary,Пенсії,old,2.6
2005,Hungary,Соціальний захист,soc,6.9
2005,Latvia,Безпека і оборона,def,3.4
2005,Latvia,Дороги і ЖКГ,hou,1.6
2005,Latvia,Медицина,med,4.1
2005,Latvia,Освіта,edu,7.2
2005,Lithuania,Безпека і оборона,def,3.1
2005,Lithuania,Відсотки за борг,deb,0.8
2005,Lithuania,Державна служба,cle,4.3
2005,Lithuania,Дороги і ЖКГ,hou,2.4
2005,Lithuania,Медицина,med,3.6
2005,Lithuania,Освіта,edu,5.4
2005,Lithuania,Пенсії,old,0.9
2005,Lithuania,Соціальний захист,soc,1.6
2005,Malta,Безпека і оборона,def,2.2
2005,Malta,Відсотки за борг,deb,3.8
2005,Malta,Державна служба,cle,3.2
2005,Malta,Дороги і ЖКГ,hou,2.7
2005,Malta,Медицина,med,6
2005,Malta,Освіта,edu,5.4
2005,Malta,Пенсії,old,7
2005,Malta,Соціальний захист,soc,6.2
2005,Poland,Безпека і оборона,def,3.9
2005,Poland,Відсотки за борг,deb,2.5
2005,Poland,Державна служба,cle,3.5
2005,Poland,Дороги і ЖКГ,hou,3.9
2005,Poland,Медицина,med,3.1
2005,Poland,Освіта,edu,9.1
2005,Poland,Пенсії,old,4.4
2005,Poland,Соціальний захист,soc,4.3
2005,Slovakia,Безпека і оборона,def,2.7
2005,Slovakia,Дороги і ЖКГ,hou,0.8
2005,Slovakia,Медицина,med,1.6
2005,Slovakia,Освіта,edu,5.3
2005,Slovenia,Безпека і оборона,def,3
2005,Slovenia,Відсотки за борг,deb,1.6
2005,Slovenia,Державна служба,cle,4.4
2005,Slovenia,Дороги і ЖКГ,hou,2.6
2005,Slovenia,Медицина,med,4.9
2005,Slovenia,Освіта,edu,9.1
2005,Slovenia,Пенсії,old,3.2
2005,Slovenia,Соціальний захист,soc,5
2006,Cyprus,Безпека і оборона,def,3.7
2006,Cyprus,Відсотки за борг,deb,4.1
2006,Cyprus,Державна служба,cle,6.9
2006,Cyprus,Дороги і ЖКГ,hou,4.1
2006,Cyprus,Медицина,med,2.8
2006,Cyprus,Освіта,edu,5.8
2006,Cyprus,Пенсії,old,0.6
2006,Cyprus,Соціальний захист,soc,2.7
2006,Czech Republic,Безпека і оборона,def,3.2
2006,Czech Republic,Відсотки за борг,deb,1.1
2006,Czech Republic,Державна служба,cle,4.3
2006,Czech Republic,Дороги і ЖКГ,hou,5.9
2006,Czech Republic,Медицина,med,1.7
2006,Czech Republic,Освіта,edu,7.1
2006,Czech Republic,Пенсії,old,6
2006,Czech Republic,Соціальний захист,soc,5.8
2006,Estonia,Безпека і оборона,def,3.3
2006,Estonia,Відсотки за борг,deb,0.2
2006,Estonia,Державна служба,cle,3.3
2006,Estonia,Дороги і ЖКГ,hou,2.8
2006,Estonia,Медицина,med,3.2
2006,Estonia,Освіта,edu,6.2
2006,Estonia,Пенсії,old,5.4
2006,Estonia,Соціальний захист,soc,3.2
2006,Hungary,Безпека і оборона,def,3.6
2006,Hungary,Відсотки за борг,deb,3.8
2006,Hungary,Державна служба,cle,6
2006,Hungary,Дороги і ЖКГ,hou,4.8
2006,Hungary,Медицина,med,6.1
2006,Hungary,Освіта,edu,7.7
2006,Hungary,Пенсії,old,3.1
2006,Hungary,Соціальний захист,soc,7.3
2006,Latvia,Безпека і оборона,def,3.9
2006,Latvia,Дороги і ЖКГ,hou,1.7
2006,Latvia,Медицина,med,4.6
2006,Latvia,Освіта,edu,7.4
2006,Lithuania,Безпека і оборона,def,3.5
2006,Lithuania,Відсотки за борг,deb,0.7
2006,Lithuania,Державна служба,cle,3.5
2006,Lithuania,Дороги і ЖКГ,hou,2.4
2006,Lithuania,Медицина,med,4.3
2006,Lithuania,Освіта,edu,5.4
2006,Lithuania,Пенсії,old,0.6
2006,Lithuania,Соціальний захист,soc,1.9
2006,Malta,Безпека і оборона,def,2.1
2006,Malta,Відсотки за борг,deb,3.8
2006,Malta,Державна служба,cle,3.5
2006,Malta,Дороги і ЖКГ,hou,2.1
2006,Malta,Медицина,med,6
2006,Malta,Освіта,edu,5.5
2006,Malta,Пенсії,old,7
2006,Malta,Соціальний захист,soc,6.3
2006,Poland,Безпека і оборона,def,4.2
2006,Poland,Відсотки за борг,deb,2.4
2006,Poland,Державна служба,cle,3.5
2006,Poland,Дороги і ЖКГ,hou,4
2006,Poland,Медицина,med,3.3
2006,Poland,Освіта,edu,9.1
2006,Poland,Пенсії,old,4.2
2006,Poland,Соціальний захист,soc,4.5
2006,Slovakia,Безпека і оборона,def,3
2006,Slovakia,Дороги і ЖКГ,hou,0.7
2006,Slovakia,Медицина,med,1.8
2006,Slovakia,Освіта,edu,5.4
2006,Slovenia,Безпека і оборона,def,3.1
2006,Slovenia,Відсотки за борг,deb,1.5
2006,Slovenia,Державна служба,cle,4.2
2006,Slovenia,Дороги і ЖКГ,hou,2.6
2006,Slovenia,Медицина,med,4.2
2006,Slovenia,Освіта,edu,8.9
2006,Slovenia,Пенсії,old,3
2006,Slovenia,Соціальний захист,soc,4.8
2006,Ukraine,Безпека і оборона,def,3.5
2006,Ukraine,Відсотки за борг,deb,0.6
2006,Ukraine,Державна служба,cle,3
2006,Ukraine,Дороги і ЖКГ,hou,3.1
2006,Ukraine,Медицина,med,3.6
2006,Ukraine,Освіта,edu,6.2
2006,Ukraine,Пенсії,old,4.9
2006,Ukraine,Соціальний захист,soc,2.7
2007,Cyprus,Безпека і оборона,def,3.5
2007,Cyprus,Відсотки за борг,deb,3.9
2007,Cyprus,Державна служба,cle,7.4
2007,Cyprus,Дороги і ЖКГ,hou,3.9
2007,Cyprus,Медицина,med,2.6
2007,Cyprus,Освіта,edu,5.8
2007,Cyprus,Пенсії,old,0.6
2007,Cyprus,Соціальний захист,soc,2.7
2007,Czech Republic,Безпека і оборона,def,3
2007,Czech Republic,Відсотки за борг,deb,1.2
2007,Czech Republic,Державна служба,cle,3.6
2007,Czech Republic,Дороги і ЖКГ,hou,5.5
2007,Czech Republic,Медицина,med,1.7
2007,Czech Republic,Освіта,edu,6.7
2007,Czech Republic,Пенсії,old,6
2007,Czech Republic,Соціальний захист,soc,6.5
2007,Estonia,Безпека і оборона,def,3.4
2007,Estonia,Відсотки за борг,deb,0.2
2007,Estonia,Державна служба,cle,3.2
2007,Estonia,Дороги і ЖКГ,hou,3.2
2007,Estonia,Медицина,med,3.3
2007,Estonia,Освіта,edu,6
2007,Estonia,Пенсії,old,5.3
2007,Estonia,Соціальний захист,soc,3.2
2007,Hungary,Безпека і оборона,def,3.2
2007,Hungary,Відсотки за борг,deb,4
2007,Hungary,Державна служба,cle,5.8
2007,Hungary,Дороги і ЖКГ,hou,5.3
2007,Hungary,Медицина,med,4.5
2007,Hungary,Освіта,edu,7.3
2007,Hungary,Пенсії,old,2.1
2007,Hungary,Соціальний захист,soc,6.7
2007,Latvia,Безпека і оборона,def,4
2007,Latvia,Відсотки за борг,deb,0.6
2007,Latvia,Державна служба,cle,3.5
2007,Latvia,Дороги і ЖКГ,hou,4.7
2007,Latvia,Медицина,med,4.3
2007,Latvia,Освіта,edu,7.4
2007,Latvia,Пенсії,old,0.3
2007,Latvia,Соціальний захист,soc,1.8
2007,Lithuania,Безпека і оборона,def,3.5
2007,Lithuania,Відсотки за борг,deb,0.7
2007,Lithuania,Державна служба,cle,3.3
2007,Lithuania,Дороги і ЖКГ,hou,2.1
2007,Lithuania,Медицина,med,4.2
2007,Lithuania,Освіта,edu,5.3
2007,Lithuania,Пенсії,old,0.6
2007,Lithuania,Соціальний захист,soc,1.9
2007,Malta,Безпека і оборона,def,2
2007,Malta,Відсотки за борг,deb,3.5
2007,Malta,Державна служба,cle,3.5
2007,Malta,Дороги і ЖКГ,hou,1.9
2007,Malta,Медицина,med,5.5
2007,Malta,Освіта,edu,5.2
2007,Malta,Пенсії,old,7.3
2007,Malta,Соціальний захист,soc,6.1
2007,Poland,Безпека і оборона,def,4.4
2007,Poland,Відсотки за борг,deb,2.2
2007,Poland,Державна служба,cle,3.3
2007,Poland,Дороги і ЖКГ,hou,4.2
2007,Poland,Медицина,med,3.2
2007,Poland,Освіта,edu,8.7
2007,Poland,Пенсії,old,4
2007,Poland,Соціальний захист,soc,4.4
2007,Slovakia,Безпека і оборона,def,2.7
2007,Slovakia,Відсотки за борг,deb,1.5
2007,Slovakia,Державна служба,cle,5.4
2007,Slovakia,Дороги і ЖКГ,hou,4.6
2007,Slovakia,Медицина,med,1.5
2007,Slovakia,Освіта,edu,4.8
2007,Slovakia,Пенсії,old,1.9
2007,Slovakia,Соціальний захист,soc,4.3
2007,Slovenia,Безпека і оборона,def,3.1
2007,Slovenia,Відсотки за борг,deb,1.2
2007,Slovenia,Державна служба,cle,4.5
2007,Slovenia,Дороги і ЖКГ,hou,2.7
2007,Slovenia,Медицина,med,3.9
2007,Slovenia,Освіта,edu,7.9
2007,Slovenia,Пенсії,old,2.7
2007,Slovenia,Соціальний захист,soc,4.3
2007,Ukraine,Безпека і оборона,def,3.9
2007,Ukraine,Відсотки за борг,deb,0.5
2007,Ukraine,Державна служба,cle,2.9
2007,Ukraine,Дороги і ЖКГ,hou,2.8
2007,Ukraine,Медицина,med,3.7
2007,Ukraine,Освіта,edu,6.2
2007,Ukraine,Пенсії,old,3.6
2007,Ukraine,Соціальний захист,soc,3.1
2008,Cyprus,Безпека і оборона,def,3.5
2008,Cyprus,Відсотки за борг,deb,4.1
2008,Cyprus,Державна служба,cle,7.3
2008,Cyprus,Дороги і ЖКГ,hou,4.1
2008,Cyprus,Медицина,med,2.7
2008,Cyprus,Освіта,edu,6.2
2008,Cyprus,Пенсії,old,0.7
2008,Cyprus,Соціальний захист,soc,2.8
2008,Czech Republic,Безпека і оборона,def,2.9
2008,Czech Republic,Відсотки за борг,deb,1.1
2008,Czech Republic,Державна служба,cle,3.6
2008,Czech Republic,Дороги і ЖКГ,hou,6
2008,Czech Republic,Медицина,med,1.6
2008,Czech Republic,Освіта,edu,6.8
2008,Czech Republic,Пенсії,old,6.2
2008,Czech Republic,Соціальний захист,soc,6.4
2008,Estonia,Безпека і оборона,def,4.3
2008,Estonia,Відсотки за борг,deb,0.2
2008,Estonia,Державна служба,cle,3
2008,Estonia,Дороги і ЖКГ,hou,3.7
2008,Estonia,Медицина,med,3.8
2008,Estonia,Освіта,edu,6.8
2008,Estonia,Пенсії,old,6.4
2008,Estonia,Соціальний захист,soc,4
2008,Hungary,Безпека і оборона,def,3.2
2008,Hungary,Відсотки за борг,deb,4.1
2008,Hungary,Державна служба,cle,6.9
2008,Hungary,Дороги і ЖКГ,hou,4.5
2008,Hungary,Медицина,med,4
2008,Hungary,Освіта,edu,7
2008,Hungary,Пенсії,old,2
2008,Hungary,Соціальний захист,soc,6.8
2008,Latvia,Безпека і оборона,def,3.7
2008,Latvia,Відсотки за борг,deb,0.9
2008,Latvia,Державна служба,cle,3.4
2008,Latvia,Дороги і ЖКГ,hou,5.5
2008,Latvia,Медицина,med,4.8
2008,Latvia,Освіта,edu,8.4
2008,Latvia,Пенсії,old,0.3
2008,Latvia,Соціальний захист,soc,1.7
2008,Lithuania,Безпека і оборона,def,3.3
2008,Lithuania,Відсотки за борг,deb,0.8
2008,Lithuania,Державна служба,cle,3.1
2008,Lithuania,Дороги і ЖКГ,hou,2.6
2008,Lithuania,Медицина,med,4.5
2008,Lithuania,Освіта,edu,6.1
2008,Lithuania,Пенсії,old,0.6
2008,Lithuania,Соціальний захист,soc,2.5
2008,Malta,Безпека і оборона,def,2
2008,Malta,Відсотки за борг,deb,3.4
2008,Malta,Державна служба,cle,3.9
2008,Malta,Дороги і ЖКГ,hou,3.3
2008,Malta,Медицина,med,5.3
2008,Malta,Освіта,edu,5.2
2008,Malta,Пенсії,old,7.2
2008,Malta,Соціальний захист,soc,6.1
2008,Poland,Безпека і оборона,def,4.4
2008,Poland,Відсотки за борг,deb,2.2
2008,Poland,Державна служба,cle,3.1
2008,Poland,Дороги і ЖКГ,hou,4.5
2008,Poland,Медицина,med,3.5
2008,Poland,Освіта,edu,8.7
2008,Poland,Пенсії,old,4.4
2008,Poland,Соціальний захист,soc,4.5
2008,Slovakia,Безпека і оборона,def,2.7
2008,Slovakia,Відсотки за борг,deb,1.4
2008,Slovakia,Державна служба,cle,5.3
2008,Slovakia,Дороги і ЖКГ,hou,4.8
2008,Slovakia,Медицина,med,1.5
2008,Slovakia,Освіта,edu,4.9
2008,Slovakia,Пенсії,old,1.8
2008,Slovakia,Соціальний захист,soc,4.2
2008,Slovenia,Безпека і оборона,def,3.1
2008,Slovenia,Відсотки за борг,deb,1.1
2008,Slovenia,Державна служба,cle,4.3
2008,Slovenia,Дороги і ЖКГ,hou,3.2
2008,Slovenia,Медицина,med,4.1
2008,Slovenia,Освіта,edu,8.1
2008,Slovenia,Пенсії,old,2.6
2008,Slovenia,Соціальний захист,soc,4.5
2008,Ukraine,Безпека і оборона,def,4.1
2008,Ukraine,Відсотки за борг,deb,0.4
2008,Ukraine,Державна служба,cle,2.8
2008,Ukraine,Дороги і ЖКГ,hou,2.4
2008,Ukraine,Медицина,med,3.5
2008,Ukraine,Освіта,edu,6.4
2008,Ukraine,Пенсії,old,4.5
2008,Ukraine,Соціальний захист,soc,3.3
2009,Cyprus,Безпека і оборона,def,3.8
2009,Cyprus,Відсотки за борг,deb,3
2009,Cyprus,Державна служба,cle,8.6
2009,Cyprus,Дороги і ЖКГ,hou,4.7
2009,Cyprus,Медицина,med,3
2009,Cyprus,Освіта,edu,6.6
2009,Cyprus,Пенсії,old,0.7
2009,Cyprus,Соціальний захист,soc,3.2
2009,Czech Republic,Безпека і оборона,def,3
2009,Czech Republic,Відсотки за борг,deb,1.3
2009,Czech Republic,Державна служба,cle,3.8
2009,Czech Republic,Дороги і ЖКГ,hou,6.5
2009,Czech Republic,Медицина,med,1.8
2009,Czech Republic,Освіта,edu,7.2
2009,Czech Republic,Пенсії,old,7
2009,Czech Republic,Соціальний захист,soc,6.9
2009,Estonia,Безпека і оборона,def,4.5
2009,Estonia,Відсотки за борг,deb,0.2
2009,Estonia,Державна служба,cle,3.7
2009,Estonia,Дороги і ЖКГ,hou,2.9
2009,Estonia,Медицина,med,4.1
2009,Estonia,Освіта,edu,7.3
2009,Estonia,Пенсії,old,8
2009,Estonia,Соціальний захист,soc,5.2
2009,Hungary,Безпека і оборона,def,3
2009,Hungary,Відсотки за борг,deb,4.5
2009,Hungary,Державна служба,cle,6.9
2009,Hungary,Дороги і ЖКГ,hou,4.7
2009,Hungary,Медицина,med,4.2
2009,Hungary,Освіта,edu,7.2
2009,Hungary,Пенсії,old,2.8
2009,Hungary,Соціальний захист,soc,7.2
2009,Latvia,Безпека і оборона,def,3.3
2009,Latvia,Відсотки за борг,deb,2.1
2009,Latvia,Державна служба,cle,3.4
2009,Latvia,Дороги і ЖКГ,hou,5.6
2009,Latvia,Медицина,med,5.2
2009,Latvia,Освіта,edu,9.1
2009,Latvia,Пенсії,old,0.3
2009,Latvia,Соціальний захист,soc,2.2
2009,Lithuania,Безпека і оборона,def,3.3
2009,Lithuania,Відсотки за борг,deb,1.3
2009,Lithuania,Державна служба,cle,3.1
2009,Lithuania,Дороги і ЖКГ,hou,2.5
2009,Lithuania,Медицина,med,5.6
2009,Lithuania,Освіта,edu,7.2
2009,Lithuania,Пенсії,old,0.7
2009,Lithuania,Соціальний захист,soc,3.5
2009,Malta,Безпека і оборона,def,2.3
2009,Malta,Відсотки за борг,deb,3.3
2009,Malta,Державна служба,cle,4.5
2009,Malta,Дороги і ЖКГ,hou,1.6
2009,Malta,Медицина,med,5.1
2009,Malta,Освіта,edu,5.4
2009,Malta,Пенсії,old,8
2009,Malta,Соціальний захист,soc,6.2
2009,Poland,Безпека і оборона,def,4.1
2009,Poland,Відсотки за борг,deb,2.5
2009,Poland,Державна служба,cle,3.2
2009,Poland,Дороги і ЖКГ,hou,5.2
2009,Poland,Медицина,med,3.5
2009,Poland,Освіта,edu,7.8
2009,Poland,Пенсії,old,4.8
2009,Poland,Соціальний захист,soc,4.7
2009,Slovakia,Безпека і оборона,def,3.2
2009,Slovakia,Відсотки за борг,deb,1.6
